liga,position,name,team,score,active defence,aerial threat,chance prevention,composure,defensive heading,intelligent defence,involvement,progression,territorial dominance,minutes,age,transfer value,height,foot,passing quality,providing teammates,run quality,box threat,effectiveness,finishing,hold up play,poaching,pressing,dribbling,tier,spielertyp,rank,competition,markt,SC_PSV-99,SC_HSR Distance P60BIP,SC_Sprint Distance P60BIP,SC_HI Distance BIP P60BIP,SC_Explosive Acceleration to Sprint Count P60BIP,SC_HSR Distance OTIP P30OTIP,SC_Sprint Distance OTIP P30OTIP,SC_HI Distance OTIP P30OTIP,SC_Explosive Acceleration to Sprint Count OTIP P30OTIP,SC_TOP 3 Time to HSR,SC_TOP 3 Time to HSR post-COD,SC_TOP 3 Time to Sprint,SC_TOP 3 Time to 505 around 90,SC_Minutes,SC_BIP_raw,SC_OTIP_raw,SC_Burst_raw,Pct_Speed,Pct_BIP,Pct_OTIP,Pct_Burst,Pct_Speed_global,Pct_Burst_global,Pct_TimeToHSR_global,Pct_OTIP_global,Pct_BIP_global,Pct_SprintDist_global,Pct_HSRDist_global,Pct_ExpAccOTIP_global,Pct_ExpAccBIP_global,Pct_HSRDistOTIP_global,Physical Score,Physical Score 3L,BL Level,3L Level,Pct_involvement,Pct_finishing,Pct_providing teammates,Pct_dribbling,Pct_passing quality,Pct_box threat,Pct_pressing,Pct_run quality,Pct_poaching,Pct_aerial threat,Pct_hold up play,Pct_intelligent defence,Pct_progression,Pct_active defence,Pct_territorial dominance,Pct_chance prevention,Pct_composure,Pct_defensive heading,Pct_Score,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Carries,OBV_Buildup Pass,OBV_Defense,OBV_Pen Area
RL Bayern,Winger,Kutay Yel,Memmingen,-0.041069393259471,,,,,,,-0.0475759152499858,,,295,23.0,,,,0.0395637079863042,0.5317037219278423,-0.2666900253304909,-0.3873653277265731,-0.1434106378057894,-0.4018792642321901,,,-0.2103481922564907,0.5163773933521344,Tier 3,Kombinationsspieler,,,,31.6,896.18,517.29,1413.47,0.95,447.07,275.69,722.77,1.06,,0.87,,2.01,43.46,612.29,381.69,1.06,98.23008849557522,94.4055944055944,100.0,69.23076923076923,97.08545557441992,,,99.03791737408037,90.03961516694963,99.03791737408037,80.41878890775325,91.76570458404076,45.75551782682513,75.89134125636672,-97.1,93.6,—,—,58.04195804195804,37.06293706293706,94.4055944055944,62.93706293706294,53.84615384615385,6.293706293706294,42.65734265734265,20.27972027972028,,,,,,,,,,,37.06293706293706,43.0,44.0,38.0,47.0,52.0,51.0,49.0,36.0
BL DE,Winger,Tiago Tomás,Stuttgart,-0.0410730756382662,,,,,,,-0.3244102901170869,,,520,23.0,6000000.0,180.0,Right,-0.3083499536025597,-0.3245470290663183,-0.2825916004186696,0.3560531795389631,0.5247101801188511,0.0770331479577527,,,-0.1915101559275065,0.1039548407721781,Tier 1,Breiter Spieler,,,,29.74,819.98,252.3,1072.29,0.9,460.65,122.09,582.74,0.21,0.63,0.72,1.4,1.95,61.13,342.3,143.09,0.9242857142857144,49.46236559139785,49.16666666666666,52.5,50.83333333333333,67.8834182229768,43.34763948497854,77.22019464720195,50.53763440860215,43.52009054895303,44.87832484436899,62.11092246745898,36.41765704584041,43.689869835880025,78.83418222976798,57.0,46.3,🟡 Nah dran,—,31.666666666666664,57.49999999999999,25.0,39.16666666666666,27.500000000000004,75.83333333333333,39.16666666666666,31.666666666666664,,,,,,,,,,,25.0,50.0,58.0,56.0,38.0,48.0,48.0,50.0,56.0
U17 BL,Fullback,Liyon Natnael Estifanos,Wehen Wiesbaden U17,-0.0412378646710206,0.170727782083942,,-0.5947055953544326,,,-0.1089298419418962,0.2467158650716246,0.1148097347807346,-0.4587669175238355,611,17.0,,,,-0.2909871114397133,-0.1870488081462103,0.7370441104306008,,,,,,,,Tier 4,Defensiver Außenverteidiger,,,,29.77,677.27,268.35,945.62,0.77,386.63,129.16,515.79,0.5,0.63,0.74,1.33,2.01,80.22,345.35,179.16,1.2518796992481205,84.375,78.63636363636364,72.04545454545455,80.9090909090909,73.86689615605279,57.86516853932584,71.72727272727273,52.38095238095239,52.20883534136546,66.26506024096386,43.430866322432585,47.70510613884108,35.9437751004016,45.78313253012048,65.9,52.3,✅ BL-Niveau,—,70.22727272727273,,39.31818181818182,,25.681818181818183,,,91.5909090909091,,,,44.31818181818182,61.59090909090909,51.590909090909086,30.454545454545457,22.727272727272727,,,47.95454545454545,49.0,49.0,50.0,53.0,54.0,41.0,51.0,53.0
SUI SL,Midfielder,Carlo Boukhalfa,St. Gallen,-0.0414242740258458,0.1713897833710077,,,,,-0.2696806005174557,-0.2212909411816546,-0.0092614248910319,,2613,27.0,700000.0,186.0,Left,-0.0246300460599085,0.0669485220425132,,0.1186659066399026,-0.1635353916101391,,,,,,Tier 1,Unterstützender Mittelfeldspieler,,,,27.98,938.83,211.26,1150.1,0.53,432.66,87.61,520.27,0.2,0.63,0.69,1.49,1.75,95.24,264.26,107.61,0.8711409395973155,49.42528735632184,63.30275229357798,48.62385321100918,58.71559633027523,65.46327212020033,43.333333333333336,80.15945330296128,57.24425887265136,77.1702838063439,77.58764607679466,91.52754590984976,61.87395659432388,71.70283806343906,60.43405676126879,54.4,63.9,🟡 Nah dran,—,23.853211009174316,,69.72477064220183,,57.798165137614674,72.47706422018348,,,,,,28.440366972477065,49.54128440366973,53.21100917431193,,,,,49.54128440366973,62.0,56.0,76.0,61.0,58.0,39.0,57.0,67.0
RL Nord,Striker,Niklas Tuppeck,Hamburger SV II,-0.041461565998494,,-0.1888399909614612,,,,,-0.6210827271999184,,,309,20.0,,,,,-0.3297605631277518,-0.5302438170191828,,,0.2844789718278857,-0.0230943328640995,1.5542285050914673,-0.4773785737348914,,Tier 3,Vollstürmer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,13.461538461538462,13.461538461538462,17.78846153846154,,,,,,,,,,,,,—,—,5.769230769230769,55.76923076923077,16.346153846153847,,,,10.576923076923077,7.6923076923076925,97.1153846153846,31.73076923076923,21.153846153846157,,,,,,,,6.730769230769231,41.0,65.0,39.0,34.0,41.0,56.0,47.0,25.0
RL Nord,Winger,Christen Mensah,Phönix Lübeck,-0.0414688847040569,,,,,,,-0.30258461625362,,,261,19.0,,,,-0.0054887433241755,-0.2364960229324634,-0.3545128755031035,-0.3824849905092414,-0.0772146216452854,-0.4959678248712023,,,1.1589168145615982,0.3226129181409809,Tier 3,Kombinationsspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,14.615384615384617,14.615384615384617,20.384615384615383,,,,,,,,,,,,,—,—,23.07692307692308,32.30769230769231,33.07692307692307,56.92307692307692,37.69230769230769,22.30769230769231,98.46153846153848,25.384615384615383,,,,,,,,,,,30.76923076923077,41.0,33.0,40.0,38.0,42.0,50.0,50.0,44.0
SUI SL,Fullback,Sascha Britschgi,Luzern,-0.0416530441352431,-0.410842767528253,,-0.4727189064741027,,,-0.1350570176167642,-0.0179759782634023,0.1932132193450576,0.18859023327489,245,19.0,,,,0.4986755253394385,-0.0072299365033097,-0.2115317687907427,,,,,,,,Tier 1,Defensiver Außenverteidiger,,,,29.57,862.3,333.76,1196.06,1.89,543.8,202.11,745.91,1.0,0.97,0.98,,2.15,84.92,522.76,302.11,1.0,55.55555555555556,65.11627906976744,87.20930232558139,30.23255813953488,67.38382099827884,,0.9696969696969696,92.82845668387836,88.69764773379232,86.63224325874928,87.14859437751004,84.30866322432587,85.54216867469879,94.8651749856569,-67.4,91.5,—,—,33.72093023255814,,48.837209302325576,,60.46511627906976,,,43.02325581395349,,,,25.58139534883721,40.69767441860465,8.13953488372093,69.76744186046511,24.418604651162788,,,30.23255813953488,45.0,54.0,48.0,43.0,41.0,50.0,39.0,46.0
U19 BL,Winger,Karlo Simic,Wolfsburg U19,-0.0416728357183435,,,,,,,-0.3462335615346468,,,216,18.0,,,,-0.5775332592558021,-0.6135649008506651,-0.5980657367993322,0.1361238369223963,-0.2141120483333249,1.4849250476095317,,,0.3717747319563193,-0.0183696311795685,Tier 4,Breiter Spieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.659574468085106,12.659574468085106,22.872340425531917,,,,,,,,,,,,,—,—,29.574468085106385,88.51063829787233,6.808510638297872,28.936170212765955,10.0,61.27659574468085,88.29787234042553,7.234042553191489,,,,,,,,,,,29.04255319148936,71.0,64.0,80.0,58.0,55.0,43.0,53.0,68.0
U17 BL,Striker,Kabinet Kaba,Hennef 05 U17,-0.0417590115064543,,-0.3778479811971607,,,,,-0.3844061015431285,,,112,17.0,,,,,-0.396165938641474,-0.5491490517463556,,,1.1767625021407695,-0.3627990586730889,0.8728386512554027,-0.313305113646599,,Tier 4,Wandspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.5,12.5,21.409574468085108,,,,,,,,,,,,,—,—,28.191489361702125,83.24468085106383,3.98936170212766,,,,32.4468085106383,4.787234042553192,83.24468085106383,19.9468085106383,8.51063829787234,,,,,,,,11.170212765957446,35.0,36.0,30.0,35.0,41.0,54.0,45.0,31.0
U19 BL,Striker,Lukas Dumiec,Schott Mainz U19,-0.0418552409447017,,1.4481417930506568,,,,,-0.4336847819727357,,,104,18.0,,,,,0.0440796433658935,-0.665797517458644,,,-0.4577128157612325,0.7992884574687839,-0.5472407145856679,-0.5219159916646678,,Tier 4,Zielspieler,,,,29.33,434.72,138.07,572.79,0.0,191.29,62.97,254.26,0.0,,,,2.42,85.07,138.07,62.97,0.0,58.67346938775511,26.48578811369509,27.002583979328165,18.733850129198967,60.77616077616078,,,8.697158697158697,3.5689535689535687,7.865557865557865,0.5197505197505198,12.785862785862786,4.158004158004158,1.074151074151074,-60.8,6.1,—,—,27.131782945736436,34.88372093023256,63.30749354005169,,,,1.8087855297157625,5.167958656330749,10.852713178294572,98.19121447028424,83.20413436692506,,,,,,,,21.705426356589147,51.0,37.0,51.0,46.0,52.0,44.0,57.0,49.0
RL Bayern,Midfielder,Dion Berisha,Würzburger Kickers,-0.0419569980547956,0.6100356542575844,,,,,-0.3214942437203531,-0.3457884822277522,-0.403763454830821,,160,23.0,275000.0,,Left,-0.1360956023798333,0.1585248921838011,,0.153331956195783,-0.0504067039167742,,,,,,Tier 3,Unterstützender Mittelfeldspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,9.740259740259742,9.740259740259742,24.025974025974023,,,,,,,,,,,,,—,—,18.83116883116883,,62.33766233766234,,35.064935064935064,74.02597402597402,,,,,,12.987012987012983,11.03896103896104,85.06493506493507,,,,,35.064935064935064,56.0,65.0,57.0,60.0,53.0,48.0,53.0,58.0
RL West,Striker,Marzouk Kotya-Fofana,Bonner SC,-0.0419601754758376,,0.2083421672972054,,,,,0.2101718987810986,,,281,21.0,,194.0,Both,,-0.173557935193905,0.0163727826983032,,,-0.4155473316254659,0.8001392373842235,-0.4764860879319905,-0.505116135216171,,Tier 3,Zielspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,14.912280701754383,14.912280701754383,17.982456140350877,,,,,,,,,,,,,—,—,85.96491228070175,39.47368421052632,35.08771929824561,,,,14.912280701754383,55.26315789473685,14.035087719298245,57.01754385964912,88.59649122807018,,,,,,,,40.78947368421053,38.0,37.0,29.0,39.0,42.0,55.0,49.0,33.0
U19 BL,Striker,Aize Wema,Meppen U19,-0.0419685775658774,,-0.6769930062343193,,,,,-0.2877172571854995,,,109,17.0,,,,,-0.1285776073559754,0.2099993950811296,,,-0.4110601284385232,0.4081870692364333,0.1527912581159702,0.397621656253765,,Tier 4,Beweglicher Stürmer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.144702842377262,12.144702842377262,18.733850129198967,,,,,,,,,,,,,—,—,40.310077519379846,39.53488372093023,45.73643410852713,,,,91.7312661498708,73.38501291989664,46.51162790697674,13.695090439276486,56.33074935400517,,,,,,,,51.67958656330749,51.0,44.0,53.0,45.0,44.0,42.0,55.0,54.0
RL Bayern,Winger,Lukas Schmidt,Ansbach,-0.0419697972672106,,,,,,,-0.2733939960556567,,,700,29.0,,,,-0.468169413561852,-0.3305169794638205,0.1475915900338184,-0.0186651456574715,-0.3229792585059943,0.8722739225041362,,,-0.2760374220558756,0.2921685273578207,Tier 3,Breiter Spieler,,,,27.76,660.01,129.93,789.94,0.0,363.05,66.14,429.19,0.0,0.67,0.87,,2.17,64.46,129.93,66.14,0.0,18.58407079646018,25.174825174825177,31.46853146853147,21.328671328671327,14.855687606112053,,58.3941605839416,9.054895302773062,3.7917374080362194,6.112054329371817,16.808149405772497,15.534804753820032,5.432937181663837,41.652518392756086,-14.9,5.9,—,—,25.874125874125877,81.81818181818183,11.188811188811188,43.35664335664335,6.293706293706294,48.95104895104895,30.76923076923077,42.65734265734265,,,,,,,,,,,23.426573426573427,50.0,38.0,49.0,50.0,58.0,43.0,53.0,48.0
RL Südwest,Striker,Moritz Reinhard,Barockstadt Fulda-Lehnerz,-0.0420553581638503,,0.4654920246993427,,,,,-0.3069229714087445,,,1049,30.0,75000.0,,,,-0.0596050347305439,-0.2307376429378596,,,-1.3616099427858888,0.4634301223401721,0.3323704121146839,0.3611401673980348,,Tier 3,Wandspieler,,,,27.17,843.45,158.41,1001.87,0.14,411.47,72.29,483.76,0.0,0.73,0.74,,2.03,69.21,172.41,72.29,0.0,10.843373493975903,26.923076923076923,29.807692307692307,14.903846153846152,6.548856548856549,,28.822238478419894,11.91961191961192,8.593208593208592,14.83021483021483,79.55647955647956,12.785862785862786,8.593208593208592,72.76507276507277,-6.5,10.3,—,—,42.30769230769231,3.8461538461538463,57.692307692307686,,,,90.3846153846154,30.76923076923077,57.692307692307686,67.3076923076923,59.61538461538461,,,,,,,,51.442307692307686,49.0,46.0,49.0,55.0,50.0,48.0,54.0,49.0
GER - 2nd Bundesliga,Fullback,Sergio López,Darmstadt 98,-0.0420569774946059,-0.0454124482880636,,-0.5176190637658011,,,-0.2417448249693345,0.2658270723960066,0.1412975274358339,-0.1644224858805824,2218,27.0,700000.0,179.0,Right,0.0696515846115628,0.4539159519670464,-0.3400061109581214,,,,,,,,Tier 2,Defensiver Außenverteidiger,,,,29.9,657.29,284.88,942.17,1.83,393.09,140.31,533.4,0.94,0.62,0.67,1.25,1.89,91.91,467.88,234.31,1.74,71.42857142857143,84.21052631578947,80.7017543859649,82.45614035087719,76.62076878944349,76.2841091492777,76.75757575757575,78.82960413080895,80.837636259323,73.26448651749857,38.209982788296045,82.04245553643143,84.22260470453242,49.11072862880092,76.5,79.5,✅ BL-Niveau,—,73.68421052631578,,78.0701754385965,,56.14035087719298,,,36.84210526315789,,,,28.07017543859649,64.91228070175438,35.96491228070175,41.2280701754386,26.31578947368421,,,51.31578947368421,53.0,41.0,47.0,60.0,61.0,40.0,59.0,47.0
3.Liga DE,Striker,David Otto,Viktoria Köln,-0.0421015221250994,,0.4002415889360891,,,,,-0.4119698182177771,,,1717,27.0,400000.0,185.0,Right,,0.0875333243397974,-0.253950694432853,,,-0.4273124287141502,0.4018666302201878,0.2728245551716039,-0.4060453343036932,,Tier 2,Wandspieler,,,,28.14,670.67,172.38,843.05,0.59,328.51,64.4,392.91,0.12,0.7,0.82,1.55,2.0,85.96,231.38,76.4,0.7651612903225806,24.257425742574256,28.15126050420168,28.15126050420168,46.63865546218487,24.151074151074152,19.399428026692085,40.599853694220926,13.825363825363826,19.43866943866944,19.50796950796951,32.25918225918226,27.51212751212751,28.724878724878728,39.81288981288981,21.8,16.6,⚫ Darunter,—,42.01680672268908,32.77310924369748,68.0672268907563,,,,34.45378151260504,32.77310924369748,53.78151260504202,73.94957983193278,65.54621848739495,,,,,,,,49.57983193277311,67.0,50.0,71.0,69.0,63.0,32.0,55.0,70.0
RL Südwest,Central Defender,Luka Janeš,Sonnenhof Großaspach,-0.0421902063183877,1.4029838270226702,-1.1664585215491985,-1.3429116937564476,0.461895861172061,-0.247133203274216,0.739814581571585,0.1757372761004393,-0.2987580210758337,-0.1048819630765495,214,22.0,200000.0,183.0,Right,,,,,,,,,,,Tier 3,Spielaufbauender Innenverteidiger,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,5.855855855855856,5.855855855855856,7.657657657657657,,,,,,,,,,,,,—,—,52.25225225225225,,,,,,,,,9.00900900900901,,87.38738738738738,37.83783783783784,97.2972972972973,44.14414414414414,4.504504504504505,63.06306306306306,25.225225225225223,44.14414414414414,40.0,51.0,47.0,51.0,44.0,30.0,29.0,48.0
U19 BL,Striker,Alessandro Crimaldi,Bochum U19,-0.0422097725433137,,-0.861904971357154,,,,,-0.0639321102803075,,,167,18.0,,,,,1.0298343813574935,0.3289817294901737,,,0.0768651950055512,-0.6467358365558942,0.0919558273494729,-0.2927423953558457,,Tier 4,Beweglicher Stürmer,,,,29.2,813.78,305.63,1119.41,0.29,396.67,115.4,512.07,0.0,0.65,0.84,1.54,2.11,69.73,334.63,115.4,0.6493506493506493,54.08163265306123,59.17312661498708,49.6124031007752,47.02842377260982,57.65765765765766,20.352716873212582,63.2040965618142,36.17463617463618,45.94594594594595,71.51767151767152,73.66597366597367,12.785862785862786,12.889812889812893,67.42896742896743,39.0,41.1,⚫ Darunter,—,57.10594315245479,56.84754521963824,98.19121447028424,,,,26.873385012919897,81.3953488372093,43.66925064599484,8.2687338501292,4.651162790697675,,,,,,,,39.53488372093023,63.0,65.0,59.0,71.0,69.0,44.0,53.0,61.0
RL Bayern,Midfielder,Felix Schwarzholz,Schwaben Augsburg,-0.0422523998968158,0.1623968951080884,,,,,-0.0789348855238756,-0.1181271481426462,0.058841719857806,,1373,26.0,,181.0,Right,0.0198954811673316,-0.011488163390354,,-0.2425390930670875,-0.1280640051837893,,,,,,Tier 3,Box-to-Box,,,,26.57,658.58,97.02,755.6,0.25,379.06,46.44,425.51,0.13,0.67,0.75,1.36,2.07,71.17,122.02,59.44,0.8652941176470588,18.4,49.35064935064935,42.85714285714285,80.51948051948052,15.984974958263772,71.18773946360153,62.80182232346242,19.08141962421712,24.207011686143574,20.36727879799666,40.73455759599332,51.56510851419032,45.32554257095159,38.43906510851419,43.6,20.8,⚫ Darunter,—,34.41558441558442,,52.5974025974026,,51.298701298701296,50.64935064935064,,,,,,42.85714285714285,56.493506493506494,51.298701298701296,,,,,47.4025974025974,50.0,46.0,51.0,49.0,51.0,47.0,50.0,53.0
RL Südwest,Striker,Felix Kendel,Astoria Walldorf,-0.0422917202588621,,0.1561002195809975,,,,,-0.3161203963886473,,,1441,26.0,,,,,0.0519074549280228,0.3121042310566785,,,-1.0037758565546884,0.3688794467937103,0.2212620670227359,-0.1286909285097062,,Tier 3,Wandspieler,,,,29.71,731.41,275.2,1006.61,1.5,306.55,88.58,395.14,0.28,0.6,0.68,1.16,1.81,74.88,425.2,116.58,1.1420689655172414,74.69879518072288,76.92307692307693,51.92307692307693,79.8076923076923,70.54747054747055,93.42230695900858,87.23482077542063,37.5952875952876,67.08246708246708,61.226611226611226,51.55925155925157,42.7927927927928,70.37422037422037,27.78932778932779,82.0,52.3,🔥 Top-Athlet,—,38.46153846153847,6.730769230769231,70.1923076923077,,,,47.11538461538461,75.0,51.92307692307693,38.46153846153847,47.11538461538461,,,,,,,,40.38461538461539,55.0,51.0,59.0,58.0,55.0,41.0,50.0,65.0
RL West,Midfielder,Gerrit Wegkamp,Schalke 04 II,-0.0423913959603506,-0.6083441747559867,,,,,-0.5260668981736398,-0.4528188498791791,0.5163920464557368,,885,33.0,225000.0,193.0,Right,0.1620184606977392,0.4426131598078002,,0.0135179249616045,0.1135571632031201,,,,,,Tier 3,Unterstützender Mittelfeldspieler,,,,27.39,723.59,165.4,888.99,0.43,404.16,99.73,503.89,0.4,0.7,0.8,1.54,1.96,86.51,208.4,139.73000000000002,1.0493506493506493,33.969465648854964,63.92405063291139,72.15189873417721,75.31645569620254,44.490818030050086,33.60153256704981,49.58997722095672,75.61586638830897,61.51919866444074,60.24624373956594,56.84474123539231,82.8881469115192,63.230383973288816,49.3322203672788,39.0,70.9,⚫ Darunter,—,13.924050632911392,,74.68354430379746,,50.0,69.62025316455697,,,,,,11.39240506329114,67.72151898734177,13.291139240506327,,,,,34.177215189873415,67.0,53.0,68.0,67.0,56.0,54.0,58.0,69.0
U19 BL,Central Defender,Kylian Pfitzner,Hannover 96 U19,-0.0425078751409035,-0.4948857870456171,0.4851564405239196,0.1498454045330549,0.5409051195811178,-0.0252903587945914,-0.4729163559064548,-0.0935202986782233,-0.0715118826293076,-0.4003531578520302,722,19.0,,,Right,,,,,,,,,,,Tier 4,Positionssicherer Innenverteidiger,,,,27.76,487.3,129.67,616.97,0.0,356.23,97.94,454.16,0.0,0.85,0.98,,2.16,93.85,129.67,97.94,0.0,22.922636103151863,33.74083129584352,42.05378973105135,14.66992665036675,25.4318046456224,,6.150414276609306,26.920786182251337,22.989874925550925,50.74449076831448,67.12328767123287,8.040500297796308,5.926146515783205,74.21083978558666,-25.4,25.9,—,—,42.78728606356968,,,,,,,,,62.59168704156479,,19.070904645476773,50.36674816625917,17.359413202933986,32.76283618581907,62.59168704156479,87.04156479217605,33.98533007334964,40.09779951100245,46.0,48.0,45.0,48.0,56.0,52.0,44.0,45.0
U19 BL,Midfielder,Dos De Pina Duarte,Borussia Dortmund U19,-0.0425304127162998,0.6161492502204585,,,,,0.1630059579365342,-0.1074246011497808,-0.45075643908409,,1020,17.0,,,,-0.44164654791166,-0.0261739018785876,,-0.4092274037013379,0.3158303838380648,,,,,,Tier 4,Box-to-Box,,,,31.52,690.69,355.8,1046.5,0.85,496.76,253.12,749.88,0.72,0.64,0.64,1.31,1.84,83.57,440.8,325.12,1.483358778625954,99.8019801980198,98.67549668874172,99.50331125827816,97.01986754966887,99.79131886477462,81.80076628352491,75.87699316628702,99.54070981210856,96.8280467445743,97.70450751252086,49.791318864774624,95.5550918196995,86.0601001669449,79.50751252086812,90.8,98.6,🔥 Top-Athlet,—,39.900662251655625,,59.60264900662252,,16.55629139072848,30.132450331125828,,,,,,68.21192052980133,15.728476821192054,76.82119205298014,,,,,36.58940397350993,50.0,47.0,49.0,56.0,51.0,48.0,53.0,51.0
U17 BL,Striker,Soufien Selmi,Preußen Münster U17,-0.0425554841734101,,0.4691312880112042,,,,,-0.3050451589046529,,,700,16.0,,,Right,,-0.1990662283769671,0.2657052641255064,,,-1.7104339359179936,0.7157175095690217,0.6390995709408389,-0.2155521828342384,,Tier 4,Zielspieler,,,,28.35,880.91,225.81,1106.72,0.47,484.3,108.84,593.14,0.23,0.75,0.77,1.42,2.1,54.77,272.81,131.84,0.934225352112676,40.98939929328622,56.11702127659575,64.62765957446808,67.02127659574468,29.417879417879416,37.84556720686368,23.73811265544989,46.08454608454608,30.076230076230075,40.47124047124047,86.62508662508662,37.664587664587664,21.82952182952183,89.46638946638946,33.6,38.1,⚫ Darunter,—,34.57446808510639,1.0638297872340423,25.53191489361702,,,,43.88297872340425,74.46808510638297,70.74468085106383,60.37234042553191,74.20212765957447,,,,,,,,43.75,52.0,54.0,56.0,45.0,56.0,49.0,50.0,54.0
U19 BL,Winger,Jannis Zoch,SC Borea Dresden U19,-0.0426365019652948,,,,,,,-0.1881676319912524,,,169,17.0,,,,1.2506520818008544,0.3522869077835645,-0.5777209164807388,-0.6901405291391859,-0.7251236920278612,-0.3898146554060329,,,-0.7080116776956231,1.292311595468622,Tier 4,Kombinationsspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.659574468085106,12.659574468085106,22.872340425531917,,,,,,,,,,,,,—,—,44.680851063829785,46.80851063829788,69.14893617021278,96.17021276595744,98.72340425531917,3.404255319148936,3.404255319148936,7.872340425531915,,,,,,,,,,,39.57446808510638,49.0,53.0,49.0,41.0,49.0,50.0,52.0,48.0
RL Nord,Fullback,Robin Kölle,Drochtersen / Assel,-0.0426547189686252,-0.0612334387847017,,0.0361758710398952,,,-0.1058920032661097,-0.6004894930407394,-0.4901616882799288,0.7525818336984015,1185,25.0,100000.0,174.0,Right,-0.3027432565391018,-0.0773226673368692,0.4651923717915269,,,,,,,,Tier 3,Breiter Verteidiger,,,,29.2,1034.53,342.16,1376.69,2.33,559.66,177.68,737.34,1.05,0.57,0.63,1.15,2.01,73.0,575.1600000000001,282.68,1.9195652173913045,52.27272727272727,92.56198347107438,90.9090909090909,86.77685950413223,55.93803786574871,93.6597110754414,95.3939393939394,90.36144578313254,92.94320137693632,88.81239242685027,98.16408491107286,86.48881239242685,93.77510040160642,96.50028686173265,74.8,91.2,✅ BL-Niveau,—,7.43801652892562,,48.7603305785124,,32.231404958677686,,,80.16528925619835,,,,36.36363636363637,22.31404958677686,26.446280991735534,92.56198347107438,74.3801652892562,,,41.735537190082646,57.0,49.0,58.0,60.0,57.0,33.0,58.0,63.0
U17 BL,Central Defender,Simon Lieres und Wilkau,Hansa Rostock U17,-0.0427081681252867,0.408728672117701,0.6133063431931257,0.1529388768575511,0.058977939339514,0.887751418199712,0.0494475895081976,-0.6596260310797178,-0.8131321372932799,-1.0827661839703846,971,17.0,,,,,,,,,,,,,,Tier 4,Kopfballstarker Innenverteidiger,,,,28.76,468.21,116.65,584.86,0.18,265.8,67.89,333.69,0.15,0.7,0.78,1.39,2.22,74.01,134.65,82.89,0.8694244604316548,72.55192878338279,42.5925925925926,33.33333333333333,60.58201058201058,63.54973198332341,55.16621743036837,41.55513065646909,17.093508040500296,26.325193567599765,38.65396069088744,58.72543180464562,23.25789160214413,19.565217391304348,20.36926742108398,57.6,19.4,✅ BL-Niveau,—,13.227513227513226,,,,,,,,,64.02116402116403,,62.698412698412696,4.497354497354497,75.92592592592592,7.142857142857142,66.4021164021164,33.5978835978836,87.3015873015873,42.06349206349206,46.0,44.0,48.0,47.0,49.0,38.0,53.0,47.0
BL DE,Midfielder,Harry Kane,Bayern München,-0.0427441874966653,-0.2183264717051267,,,,,0.6603683376746636,-0.3855072931250933,-0.1851617968430228,,270,32.0,100000000.0,188.0,Right,-0.3517303395219745,-0.4701358768130936,,0.3884891398944136,0.2200508004659109,,,,,,Tier 1,Box-to-Box,,,,26.87,546.35,103.66,650.01,0.25,445.23,85.15,530.38,0.0,0.79,,,2.23,74.14,128.66,85.15,0.0,15.602836879432624,30.994152046783626,45.614035087719294,16.374269005847953,25.52170283806344,,16.810933940774486,39.16492693110647,27.79632721202003,24.958263772954925,15.358931552587643,21.118530884808013,45.32554257095159,64.64941569282136,-25.5,35.4,—,—,20.46783625730994,,24.561403508771928,,16.95906432748538,78.94736842105263,,,,,,83.04093567251462,29.82456140350877,26.900584795321635,,,,,25.730994152046783,80.0,80.0,80.0,68.0,61.0,59.0,61.0,73.0
RL Bayern,Midfielder,Lukas Käufl,Hankofen-Hailing,-0.0429074139830818,0.3490522707422173,,,,,0.0543442163692051,0.0508526650139263,-0.0552758334033697,,1914,27.0,,,,-0.1927129814627496,-0.2611620772303823,,-0.2666260026457392,-0.0217315692477626,,,,,,Tier 3,Box-to-Box,,,,27.14,388.09,56.09,444.18,0.35,278.14,33.77,311.9,0.22,0.66,0.67,,1.97,85.18,91.09,55.77,0.22,40.0,38.31168831168832,36.36363636363637,53.896103896103895,35.058430717863104,,67.42596810933941,15.991649269311065,12.437395659432388,3.756260434056762,1.001669449081803,65.00417362270451,56.26043405676127,6.59432387312187,-35.1,14.8,—,—,53.24675324675325,,35.064935064935064,,27.27272727272727,46.103896103896105,,,,,,58.44155844155844,43.50649350649351,65.5844155844156,,,,,42.2077922077922,60.0,51.0,61.0,50.0,57.0,48.0,65.0,52.0
